4,Integer
"Engineer, maintenance (IT)",43
Product/process development scientist,60
Animal nutritionist,236
Legal secretary,165
Agricultural consultant,209
Recruitment consultant,194
Medical illustrator,16
"Designer, graphic",64
"Exhibitions officer, museum/gallery",168
Set designer,320
Printmaker,102
Architect,69
Dispensing optician,241
"Surveyor, mining",288
Accounting technician,266
Veterinary surgeon,43
Further education lecturer,109
Seismic interpreter,275
Health and safety inspector,171
"Lighting technician, broadcasting/film/video",227
"Producer, television/film/video",59
Agricultural engineer,154
"Teacher, primary school",108
"Surveyor, land/geomatics",54
Research scientist (maths),72
Television production assistant,162
Mining engineer,152
Catering manager,235
Herbalist,109
"Secretary, company",209
"Investment banker, corporate",231
Chief Executive Officer,129
"Pilot, airline",42
"Sales professional, IT",288
"Research officer, government",103
Make,248
"Producer, television/film/video",289
Chartered public finance accountant,88
Social researcher,102
Planning and development surveyor,274
Diagnostic radiographer,219
Quantity surveyor,138
Psychiatrist,199
Hydrographic surveyor,225
Cytogeneticist,280
"Surveyor, land/geomatics",71
Minerals surveyor,309
Architectural technologist,128
"Geologist, wellsite",27
Building services engineer,188
Conference centre manager,303
Facilities manager,232
Soil scientist,186
Newspaper journalist,205
"Engineer, civil (consulting)",286
Product designer,196
Health promotion specialist,74
"Pharmacist, hospital",48
Field trials officer,282
"Investment banker, operational",295
Sales promotion account executive,24
Corporate investment banker,56
"Civil engineer, contracting",158
Retail banker,270
Arboriculturist,212
"Secretary, company",59
Hydrologist,151
Exercise physiologist,111
Waste management officer,186
English as a second language teacher,207
Pension scheme manager,135
Brewing technologist,218
Government social research officer,262
"Engineer, control and instrumentation",167
"Engineer, energy",92
"Psychologist, prison and probation services",285
Product/process development scientist,164
Child psychotherapist,48
"Chemist, analytical",42
Communications engineer,48
Control and instrumentation engineer,238
Product designer,64
Event organiser,62
Museum education officer,303
Careers adviser,301
Dance movement psychotherapist,101
"Designer, fashion/clothing",47
Heritage manager,165
"Designer, furniture",159
Geographical information systems officer,178
Environmental health practitioner,27
Broadcast presenter,58
"Therapist, sports",250
"Surveyor, building control",211
Risk manager,193
"Nurse, adult",216
Senior tax professional/tax inspector,214
Multimedia specialist,117
Horticultural therapist,151
Clinical psychologist,45
"Therapist, music",19
Charity officer,200
Environmental consultant,17
"Psychologist, occupational",157
Equities trader,321
Glass blower/designer,312
Chartered accountant,175
Brewing technologist,207
Primary school teacher,192
Energy engineer,75
"Lecturer, further education",23
"Engineer, energy",182
Forensic scientist,126
"Therapist, drama",168
Careers adviser,305
Animator,262
Air traffic controller,138
Energy manager,45
"Surveyor, quantity",306
Publishing rights manager,64
Pension scheme manager,62
"Scientist, physiological",314
Legal secretary,122
Occupational therapist,21
Homeopath,125
"Psychotherapist, dance movement",123
"Psychotherapist, dance movement",167
Town planner,258
Community pharmacist,88
"Surveyor, rural practice",234
"Scientist, research (physical sciences)",175
"Designer, ceramics/pottery",43
Minerals surveyor,271
Herbalist,16
Manufacturing engineer,131
"Teacher, primary school",295
"Nurse, adult",101
Adult guidance worker,243
Sports administrator,239
Amenity horticulturist,243
Forensic scientist,279
Audiological scientist,177
"Optician, dispensing",210
Travel agency manager,313
Health visitor,306
Industrial/product designer,148
Naval architect,49
Event organiser,158
Public relations account executive,94
Building control surveyor,26
Systems analyst,280
Insurance account manager,244
"Therapist, art",262
Proofreader,265
"Engineer, electrical",289
Gaffer,61
"Buyer, industrial",31
Psychiatrist,181
Clinical research associate,191
Research scientist (life sciences),83
Oceanographer,206
Education administrator,64
Chemical engineer,61
Textile designer,176
Building surveyor,223
"Radiographer, therapeutic",262
Pension scheme manager,168
"Psychologist, sport and exercise",45
IT consultant,262
Hospital pharmacist,244
Regulatory affairs officer,215
"Designer, multimedia",80
Counselling psychologist,42
Counselling psychologist,104
"Therapist, nutritional",276
"Designer, television/film set",159
Health visitor,142
Artist,24
"Programmer, systems",62
"Engineer, agricultural",53
"Designer, blown glass/stained glass",107
Land,79
Pension scheme manager,41
Communications engineer,314
Comptroller,18
Dietitian,201
Site engineer,124
"Accountant, chartered",299
Travel agency manager,123
"Programmer, systems",76
Merchant navy officer,54
Architectural technologist,135
Academic librarian,262
Government social research officer,237
Civil Service fast streamer,277
Immunologist,224
Hydrographic surveyor,18
Engineering geologist,150
Metallurgist,27
General practice doctor,115
Cytogeneticist,80
Agricultural engineer,114
Newspaper journalist,215
Writer,189
Geoscientist,101
Contractor,247
Science writer,280
Armed forces technical officer,64
Clinical biochemist,81
Fashion designer,150
Ceramics designer,289
Press sub,94
Associate Professor,16
Dealer,209
Tree surgeon,293
Glass blower/designer,292
"Production designer, theatre/television/film",39
Private music teacher,286
Comptroller,92
Medical laboratory scientific officer,321
Technical brewer,120
"Engineer, broadcasting (operations)",205
Biomedical engineer,233
Metallurgist,107
Photographer,306
Financial adviser,67
IT consultant,85
Passenger transport manager,316
"Conservator, furniture",263
Patent examiner,163
Operational investment banker,146
"Engineer, materials",240
"Geneticist, molecular",272
Energy engineer,294
Production manager,58
Forensic psychologist,143
Public librarian,195
Accounting technician,92
Airline pilot,199
Museum education officer,178
Air traffic controller,36
Theatre stage manager,140
Field seismologist,152
"Accountant, chartered certified",188
Neurosurgeon,272
Financial manager,62
Community development worker,172
Music therapist,103
Midwife,81
Herbalist,94
"Engineer, manufacturing",250
Dancer,99
Arts development officer,317
Immigration officer,118
Television/film/video producer,196
Publishing copy,146
Estate agent,133
Warden/ranger,220
Systems developer,112
Trade union research officer,27
Museum/gallery exhibitions officer,310
"Pharmacist, community",16
Trade union research officer,52
Passenger transport manager,34
"Surveyor, mining",52
Soil scientist,93
Furniture designer,62
"Engineer, chemical",181
"Scientist, marine",105
Materials engineer,238
Naval architect,298
Soil scientist,140
"Therapist, sports",44
Insurance broker,115
Biomedical scientist,140
Social worker,116
Advice worker,54
"Scientist, research (life sciences)",86
Airline pilot,311
Insurance claims handler,212
"Psychotherapist, dance movement",93
Animal nutritionist,291
Musician,159
"Development worker, international aid",150
Research scientist (medical),198
Actor,88
Chartered public finance accountant,156
"Scientist, marine",179
"Scientist, biomedical",287
Contractor,291
"Engineer, materials",301
Geographical information systems officer,199
"Production assistant, radio",280
Human resources officer,52
"Psychologist, educational",147
Financial risk analyst,196
Television production assistant,18
Housing manager/officer,126
Nutritional therapist,242
Sports administrator,240
Community arts worker,245
"Production assistant, radio",127
Dietitian,231
"Production designer, theatre/television/film",169
"Programmer, applications",152
Armed forces logistics/support/administrative officer,218
Police officer,40
Magazine journalist,96
Site engineer,179
Rural practice surveyor,287
Newspaper journalist,119
Paediatric nurse,184
"Surveyor, land/geomatics",216
Research scientist (maths),111
Technical brewer,232
Pensions consultant,196
"Administrator, sports",292
"Engineer, civil (contracting)",192
Lawyer,60
Hospital doctor,221
"Psychologist, counselling",72
Records manager,73
Immigration officer,86
"Therapist, speech and language",235
"Engineer, electronics",63
Research scientist (medical),96
"Engineer, water",159
"Engineer, maintenance (IT)",165
"Exhibitions officer, museum/gallery",241
Glass blower/designer,242
"Presenter, broadcasting",104
Quarry manager,160
"Engineer, mining",28
"Education officer, community",294
"Lighting technician, broadcasting/film/video",119
Furniture designer,80
Sport and exercise psychologist,96
Call centre manager,280
Maintenance engineer,280
"Sales professional, IT",181
Broadcast presenter,268
"Designer, exhibition/display",89
Personal assistant,314
Insurance claims handler,156
Estate manager/land agent,68
Catering manager,226
Lawyer,223
IT consultant,30
Radio producer,192
Financial adviser,58
Chief Financial Officer,35
