4,Integer
"Librarian, public",189
Scientific laboratory technician,26
Data processing manager,230
Magazine features editor,118
"Engineer, building services",47
Engineering geologist,203
Comptroller,277
Careers information officer,295
"Engineer, chemical",149
Curator,242
Civil Service administrator,183
Theatre manager,51
Retail manager,19
Horticultural therapist,205
Land/geomatics surveyor,73
Television/film/video producer,169
"Scientist, research (physical sciences)",94
Museum education officer,242
Psychiatric nurse,106
Actuary,100
Higher education careers adviser,311
Music therapist,170
"Producer, television/film/video",299
Magazine journalist,160
Multimedia programmer,101
Operational investment banker,157
Energy manager,246
Location manager,307
"Lighting technician, broadcasting/film/video",150
Artist,188
Copy,32
"Lecturer, higher education",316
Adult nurse,113
"Teacher, English as a foreign language",51
"Engineer, biomedical",203
Maintenance engineer,199
Personnel officer,106
Financial risk analyst,280
Personal assistant,25
"Nurse, adult",294
"Surveyor, rural practice",86
Fashion designer,257
"Social research officer, government",71
Legal executive,63
"Programme researcher, broadcasting/film/video",53
"Surveyor, building",280
Personnel officer,270
"Engineer, maintenance (IT)",64
Lexicographer,153
Operational researcher,206
Clothing/textile technologist,40
Water engineer,52
Careers information officer,57
Textile designer,92
"Designer, interior/spatial",145
Horticultural consultant,112
Medical illustrator,176
Social researcher,306
Gaffer,28
Medical illustrator,223
Industrial/product designer,314
Barrister's clerk,285
Theatre director,109
Dispensing optician,208
Television production assistant,316
Medical secretary,279
"Designer, interior/spatial",83
Soil scientist,144
Neurosurgeon,287
Immunologist,298
Learning disability nurse,164
Optometrist,313
Armed forces logistics/support/administrative officer,85
Advertising art director,52
Senior tax professional/tax inspector,121
Exercise physiologist,120
Art therapist,96
Building surveyor,33
Ranger/warden,42
Cytogeneticist,140
Commercial/residential surveyor,269
Chief Strategy Officer,151
Chief Executive Officer,161
Race relations officer,305
Furniture conservator/restorer,254
Optometrist,121
Ambulance person,138
Rural practice surveyor,70
Trading standards officer,131
Forest/woodland manager,250
"Clinical scientist, histocompatibility and immunogenetics",86
Product manager,150
"Engineer, communications",38
"Research officer, trade union",28
"Optician, dispensing",44
"Administrator, education",183
Commercial art gallery manager,44
Building services engineer,280
"Pilot, airline",305
"Radiographer, diagnostic",189
Electrical engineer,160
Media planner,37
"Administrator, education",175
Special educational needs teacher,305
Tourist information centre manager,276
"Physicist, medical",65
International aid/development worker,225
Armed forces logistics/support/administrative officer,63
Museum/gallery exhibitions officer,121
"Civil engineer, contracting",31
"Development worker, international aid",158
Race relations officer,293
Farm manager,250
"Librarian, academic",266
Advertising account executive,181
Sports development officer,94
Event organiser,34
"Engineer, biomedical",140
"Administrator, arts",192
"Engineer, energy",226
Medical sales representative,314
Politician's assistant,50
Chief Operating Officer,138
"Scientist, marine",238
English as a second language teacher,121
"Accountant, chartered management",220
Pension scheme manager,99
Microbiologist,174
"Administrator, arts",228
Astronomer,30
Nutritional therapist,124
Risk manager,159
Public house manager,165
Agricultural consultant,124
Dramatherapist,36
Photographer,277
Management consultant,160
Further education lecturer,303
"Social research officer, government",283
Psychotherapist,104
Ophthalmologist,302
Statistician,186
Arts administrator,248
Politician's assistant,206
Editorial assistant,115
Ambulance person,115
Psychotherapist,278
Special educational needs teacher,57
Applications developer,262
Warden/ranger,69
"Engineer, manufacturing systems",285
Hotel manager,145
"Lighting technician, broadcasting/film/video",294
Commercial art gallery manager,70
Sales executive,17
Estate agent,210
Intelligence analyst,209
"Loss adjuster, chartered",38
Contracting civil engineer,119
Chief Executive Officer,290
"Engineer, automotive",259
Corporate investment banker,250
"Presenter, broadcasting",75
"Surveyor, planning and development",316
Architect,274
Insurance broker,32
Solicitor,224
Environmental consultant,144
Passenger transport manager,240
Statistician,168
Research scientist (medical),212
Education administrator,226
"Radiographer, therapeutic",127
"Designer, fashion/clothing",124
Air cabin crew,185
"Designer, furniture",62
Artist,65
Higher education careers adviser,186
Immigration officer,154
Television floor manager,85
Geographical information systems officer,237
Systems analyst,39
Prison officer,18
Higher education lecturer,183
Civil Service fast streamer,317
Product/process development scientist,246
Midwife,158
Exhibition designer,282
Nutritional therapist,68
"Engineer, petroleum",60
"Surveyor, building control",296
Sales executive,279
Community arts worker,295
Academic librarian,83
Chartered certified accountant,301
Private music teacher,282
Veterinary surgeon,135
"Engineer, agricultural",267
"Accountant, chartered",51
"Engineer, chemical",159
Trade union research officer,228
Operational researcher,140
"Journalist, magazine",289
Animal nutritionist,305
Proofreader,87
"Scientist, clinical (histocompatibility and immunogenetics)",94
Museum education officer,76
"Engineer, production",270
"Engineer, electrical",134
"Accountant, chartered",53
Nature conservation officer,265
Art therapist,91
"Education officer, museum",241
Office manager,298
Architectural technologist,156
Occupational therapist,213
"Conservation officer, historic buildings",124
Environmental manager,116
"Engineer, broadcasting (operations)",138
Environmental health practitioner,204
Manufacturing engineer,81
Dispensing optician,181
Occupational psychologist,82
Barrister,31
Actor,321
Brewing technologist,77
IT sales professional,201
"Engineer, biomedical",19
Theme park manager,172
Oceanographer,236
Patent attorney,103
Physiological scientist,55
Air broker,132
"Accountant, chartered public finance",31
Museum/gallery conservator,319
Production engineer,107
"Doctor, general practice",201
Television production assistant,75
Magazine features editor,211
"Therapist, sports",35
Metallurgist,136
Careers information officer,164
Geophysicist/field seismologist,40
Risk analyst,188
Neurosurgeon,281
Medical secretary,176
Therapeutic radiographer,182
Media planner,56
Financial risk analyst,32
"Therapist, music",230
Geographical information systems officer,190
Garment/textile technologist,109
Information systems manager,82
Industrial/product designer,299
Ambulance person,154
"Psychotherapist, child",141
Multimedia specialist,312
Brewing technologist,279
Risk manager,208
"Teacher, music",78
"Teacher, adult education",189
"Nurse, mental health",78
Landscape architect,142
"Scientist, audiological",118
Armed forces technical officer,111
"Designer, ceramics/pottery",205
Product manager,56
Higher education careers adviser,69
"Designer, ceramics/pottery",293
Advice worker,146
Armed forces training and education officer,148
"Designer, multimedia",202
Biomedical engineer,87
Chartered loss adjuster,22
"Accountant, chartered",91
"Scientist, biomedical",26
Merchant navy officer,304
Radio broadcast assistant,112
"Engineer, land",166
Television production assistant,86
Risk analyst,208
Environmental health practitioner,182
Rural practice surveyor,214
Mudlogger,98
Radio broadcast assistant,35
Translator,79
"Programmer, systems",240
Charity fundraiser,274
Technical author,117
Drilling engineer,235
Copy,21
International aid/development worker,198
Print production planner,134
Geographical information systems officer,66
Cabin crew,157
Psychiatrist,167
"Surveyor, land/geomatics",88
"Designer, ceramics/pottery",95
Phytotherapist,26
Historic buildings inspector/conservation officer,306
"Designer, exhibition/display",55
Outdoor activities/education manager,29
Best boy,141
Secondary school teacher,225
Pathologist,246
"Librarian, public",193
Clinical psychologist,228
"Programmer, multimedia",90
"Editor, film/video",101
Civil Service fast streamer,131
Theatre stage manager,297
"Therapist, nutritional",93
Medical physicist,257
"Administrator, charities/voluntary organisations",104
Farm manager,220
Make,304
Politician's assistant,312
Cabin crew,201
Legal executive,109
Personal assistant,231
"Scientist, research (life sciences)",229
Cytogeneticist,206
Trade union research officer,288
"Surveyor, land/geomatics",262
Armed forces logistics/support/administrative officer,95
Prison officer,262
"Therapist, speech and language",319
Therapeutic radiographer,171
"Development worker, international aid",48
Environmental manager,232
Seismic interpreter,33
Paediatric nurse,148
"Engineer, site",233
Financial risk analyst,251
